"id_cliente;renda;profissao;val_compra;val_venda;tm_compra;tm_venda;acoes;acoes_dif;ativo_m1;ligou_cr_m1"
"943856328;De 5 a 10k;A;0;19981,71997;;24,97714996;6000;40;1;0"
"178834402;De 0 a 5k;A;14760,74742;0;29,52149485;;1500;5;1;1"
"669684883;De 0 a 5k;C;0;5623,36182;;18,7445394;1200;9;1;0"
"452556328;De 0 a 5k;C;8420,43343;7206,472158;28,06811143;24,02157386;1000;2;1;0"
"768612763;De 5 a 10k;B;0;3997,771139;;19,98885569;800;3;1;0"
"703544247;De 0 a 5k;A;0;0;;;8800;30;1;0"
"590826322;De 0 a 5k;A;3000,162453;6396,065982;10,00054151;12,79213196;8900;78;1;1"
"518143205;De 0 a 5k;A;7868,12135;0;15,7362427;;7000;12;1;1"
"476811880;De 0 a 5k;A;6689,393502;8280,507666;13,378787;20,70126917;4100;36;1;0"
"885270713;De 0 a 5k;A;1461,208667;4613,080038;14,61208667;23,06540019;6800;46;1;0"
"623447806;De 5 a 10k;C;0;0;;;6200;11;0;1"
"712979584;De 5 a 10k;A;0;11075,6105;;27,68902624;7200;13;1;0"
"765784447;De 0 a 5k;B;5145,355848;5271,313831;12,86338962;13,17828458;3500;12;1;0"
"336996556;De 5 a 10k;A;8993,72153;3479,067732;22,48430382;17,39533866;2600;8;1;0"
"128970788;De 15 a 20k;B;0;0;;;28400;59;0;1"
"147754910;De 10 a 15k;A;43480,44163;19438,53147;28,98696108;21,5983683;28200;229;1;0"
"152527449;De 0 a 5k;B;7054,027049;0;23,5134235;;9900;34;1;0"
"392624984;De 5 a 10k;B;10836,60174;18079,51129;27,09150436;22,59938911;15400;93;1;0"
"436274888;De 0 a 5k;B;0;0;;;7600;40;1;1"
"458604306;De 0 a 5k;B;0;6859,568992;;22,86522997;7300;22;1;0"
"411174207;De 0 a 5k;C;0;8081,46701;;26,93822337;5400;9;1;0"
"703394722;De 5 a 10k;C;6963,650403;9881,124904;17,40912601;12,35140613;16800;144;1;0"
"352478002;De 0 a 5k;A;0;0;;;5100;21;1;0"
"104516729;De 0 a 5k;C;5579,609403;0;27,89804701;;7200;23;1;0"
"539885207;De 5 a 10k;C;8282,048559;0;20,7051214;;1000;10;1;0"
"775918758;De 0 a 5k;C;2804,988493;0;28,04988493;;7400;30;1;0"
"509480966;De 5 a 10k;A;0;0;;;3800;10;1;0"
"794600041;De 10 a 15k;C;25474,81944;27648,9527;21,2290162;23,04079391;1200;9;1;0"
"125853274;De 10 a 15k;C;5960,633844;0;19,86877948;;12300;31;1;1"
"445842802;De 5 a 10k;C;4054,473607;14400,01939;10,13618402;14,40001939;12600;126;1;0"
"279463006;De 5 a 10k;C;0;0;;;8000;21;0;1"
"819263029;De 5 a 10k;B;18096,01416;0;18,09601416;;15800;32;1;0"
"449121628;De 10 a 15k;C;0;0;;;15900;30;0;1"
"201206764;De 0 a 5k;A;9106,03968;5342,263086;22,7650992;13,35565771;6000;19;1;0"
"151845555;De 0 a 5k;C;0;0;;;3400;8;0;1"
"650564237;De 0 a 5k;C;0;0;;;1300;3;0;1"
"642041918;De 0 a 5k;B;0;5059,084977;;25,29542488;2000;12;0;1"
"373849478;De 0 a 5k;C;5058,782213;4253,317389;25,29391106;21,26658694;9100;49;1;0"
"876956601;De 10 a 15k;A;0;29620,07401;;24,68339501;16200;67;1;1"
"223849866;De 5 a 10k;A;21758,93676;0;21,75893676;;13200;125;1;1"
"196353997;De 5 a 10k;C;24532,27537;11386,3662;24,53227537;11,3863662;17400;48;1;0"
"533151313;De 0 a 5k;C;9352,819062;2097,56025;23,38204766;20,9756025;600;3;1;1"
"897232091;De 0 a 5k;C;13264,64309;13787,11406;26,52928617;27,57422813;2000;5;1;0"
"862661485;De 0 a 5k;A;0;0;;;7000;17;1;0"
"802882277;De 15 a 20k;B;23967,82359;54411,37487;14,97988974;27,20568744;26400;47;1;0"
"946889859;De 5 a 10k;A;0;25094,04584;;25,09404584;11800;22;1;0"
"684263915;De 5 a 10k;C;25358,13917;9355,436277;25,35813917;11,69429535;5600;10;1;0"
"962181430;De 5 a 10k;C;6528,891835;6875,612617;16,32222959;11,45935436;11400;22;1;0"
"339552548;De 0 a 5k;A;0;7770,820394;;25,90273465;3700;9;1;0"
"484401241;De 5 a 10k;B;11904,29294;6700,0643;29,76073234;16,75016075;19800;167;1;0"
"590401252;De 5 a 10k;C;0;0;;;9000;27;1;1"
"582458214;De 0 a 5k;B;0;4170,357883;;13,90119294;5500;23;1;0"
"156683645;De 0 a 5k;B;0;4005,845407;;20,02922704;4100;16;1;0"
"351032360;De 5 a 10k;B;0;0;;;5200;13;0;1"
"883365847;De 5 a 10k;B;0;23062,56316;;23,06256316;16800;114;1;1"
"568756319;De 0 a 5k;A;0;0;;;8600;39;1;0"
"541205880;De 5 a 10k;C;12457,96561;19190,7295;15,57245701;23,98841188;9800;30;1;0"
"145528113;De 0 a 5k;A;5805,912151;2356,944166;19,3530405;11,78472083;5400;11;1;0"
"217520902;De 0 a 5k;B;10005,82623;11624,36455;20,01165247;29,06091139;1400;5;1;1"
"686047097;De 15 a 20k;C;41880,53603;0;20,94026802;;8000;41;1;0"
"588142477;De 5 a 10k;A;0;20826,1016;;26,03262699;5800;14;1;0"
"654971008;De 5 a 10k;A;0;9091,354767;;15,15225795;19400;64;1;0"
"717269992;De 0 a 5k;A;0;8222,29407;;20,55573517;7400;26;1;0"
"404338806;De 5 a 10k;B;11466,04803;10954,37235;14,33256003;27,38593086;17000;36;1;0"
"578807520;De 5 a 10k;C;5142,973175;7523,384984;25,71486587;12,53897497;12000;28;1;0"
"163742666;De 5 a 10k;A;0;8417,054344;;21,04263586;14000;36;1;0"
"678349949;De 5 a 10k;B;9152,207738;5029,946459;22,88051935;12,57486615;1800;3;1;0"
"442614108;De 0 a 5k;B;8103,138316;0;27,01046105;;6100;11;1;0"
"127850976;De 0 a 5k;A;0;7149,805845;;17,87451461;5400;9;1;0"
"940450429;De 0 a 5k;A;1051,970249;0;10,51970249;;7200;23;1;0"
"941095638;De 5 a 10k;B;16374,08704;11470,66478;27,29014506;14,33833098;13800;41;1;0"
"607439851;De 15 a 20k;B;16955,52072;40590,39804;21,1944009;20,29519902;10400;62;1;0"
"108425926;De 0 a 5k;B;4577,944085;3996,689557;11,44486021;19,98344779;7600;13;1;0"
"446010108;De 0 a 5k;A;0;7526,488171;;18,81622043;3900;13;1;0"
"270501824;De 0 a 5k;A;0;8975,226172;;22,43806543;7600;23;1;0"
"765340851;De 0 a 5k;B;1165,909204;9473,385775;11,65909204;23,68346444;4100;27;1;1"
"328141241;De 0 a 5k;B;5524,765045;0;13,81191261;;5500;17;1;0"
"303223261;De 0 a 5k;A;0;4459,922122;;22,29961061;3000;6;1;0"
"503577594;De 10 a 15k;A;36430,33542;0;24,28689028;;21000;37;1;0"
"535367471;De 10 a 15k;C;9833,277866;10624,70304;16,38879644;11,80522559;9600;31;1;0"
"275940079;De 5 a 10k;B;11021,34773;7039,300397;18,36891288;17,59825099;8800;34;1;0"
"358061691;De 0 a 5k;A;1303,638757;1328,240368;13,03638757;13,28240368;5500;15;1;0"
"600733513;De 15 a 20k;A;0;5863,436357;;14,65859089;11600;34;1;0"
"377549953;De 15 a 20k;C;4578,027376;32623,15336;11,44506844;20,38947085;4000;7;1;0"
"144561287;De 10 a 15k;A;0;0;;;25500;111;1;0"
"978514498;De 5 a 10k;C;7362,771117;0;18,40692779;;18800;68;1;0"
"696348448;De 10 a 15k;B;0;0;;;19800;137;1;0"
"765009425;De 10 a 15k;A;16290,63995;0;13,57553329;;23700;45;1;1"
"405165997;De 5 a 10k;C;11926,17434;0;29,81543585;;11400;24;1;0"
"495786676;De 0 a 5k;A;0;0;;;8000;15;0;0"
"849248147;De 0 a 5k;C;0;3917,073931;;19,58536965;5600;44;1;0"
"618045890;De 10 a 15k;C;14686,64959;13818,64245;24,47774932;11,51553537;28500;55;1;0"
"784612631;De 0 a 5k;C;13645,34212;0;27,29068424;;7600;17;1;0"
"239159626;De 5 a 10k;B;0;5772,19438;;28,8609719;10200;28;1;0"
"387989397;De 5 a 10k;B;0;27515,77849;;27,51577849;10400;32;1;0"
"937620733;De 10 a 15k;B;41005,39947;16518,27025;27,33693298;18,35363361;9000;17;1;1"
"266866014;De 0 a 5k;C;3200,553077;0;10,66851026;;2100;4;1;0"
"639404200;De 5 a 10k;C;0;0;;;10200;17;0;1"
"622018215;De 0 a 5k;C;0;9501,164909;;19,00232982;2700;12;1;1"
"704703598;De 5 a 10k;A;9113,383545;6008,124627;22,78345886;10,01354105;17400;115;1;0"
"314015144;De 15 a 20k;C;39658,83881;22376,44583;19,82941941;13,98527864;4800;11;1;0"
"194183438;De 0 a 5k;A;7547,633471;0;25,15877824;;1600;11;1;0"
"372734355;De 10 a 15k;A;22379,03638;0;24,86559598;;21600;47;1;0"
"733278021;De 5 a 10k;A;3082,538363;0;15,41269182;;2600;5;1;0"
"861794651;De 0 a 5k;B;0;9441,872165;;23,60468041;1800;4;1;1"
"818244107;De 5 a 10k;B;3230,205126;0;16,15102563;;16600;39;1;0"
"723571003;De 15 a 20k;C;17482,58828;14074,07006;21,85323535;11,72839172;11600;46;1;0"
"396942950;De 0 a 5k;A;4665,10566;6097,96669;23,3255283;15,24491672;4900;20;1;0"
"452897447;De 0 a 5k;A;3856,445468;0;12,85481823;;1900;7;1;0"
"651435127;De 5 a 10k;A;0;0;;;17000;88;1;0"
"933807049;De 5 a 10k;A;5897,878721;0;14,7446968;;16800;44;1;0"
"193708883;De 0 a 5k;C;2384,670908;10114,1389;23,84670908;20,2282778;7300;25;1;0"
"676989278;De 15 a 20k;C;22692,73137;22317,51487;28,36591421;27,89689359;22400;49;1;0"
"278484136;De 0 a 5k;B;2078,973083;3646,031279;10,39486541;18,2301564;4100;14;1;0"
"247767330;De 10 a 15k;B;0;20939,46784;;13,95964522;23400;46;1;0"
"555851644;De 0 a 5k;B;0;12677,29409;;25,35458819;5400;14;1;0"
"834426784;De 0 a 5k;A;2009,626821;4413,879215;10,04813411;22,06939608;8400;35;1;1"
"564115291;De 0 a 5k;C;0;2075,201593;;20,75201593;4800;11;1;0"
"165760804;De 15 a 20k;B;21487,89237;37226,53526;10,74394619;18,61326763;19200;39;1;0"
"253833461;De 5 a 10k;B;0;10577,06159;;10,57706159;8600;15;1;0"
"888938947;De 15 a 20k;C;0;8371,8642;;10,46483025;14400;47;1;0"
"825826400;De 0 a 5k;A;7010,819286;0;14,02163857;;5000;25;1;0"
"319692365;De 5 a 10k;A;28282,7463;0;28,2827463;;5000;9;1;0"
"588776371;De 0 a 5k;B;0;2900,008228;;29,00008228;2400;9;1;0"
"207597157;De 5 a 10k;B;27017,79153;0;27,01779153;;7000;26;1;0"
"904652655;De 0 a 5k;C;0;0;;;5500;11;0;0"
"177384743;De 0 a 5k;A;13833,20435;10439,53876;27,66640871;26,09884691;2400;8;1;1"
"898946318;De 0 a 5k;B;0;7735,326323;;25,78442108;6700;51;1;0"
"195643800;De 5 a 10k;A;4926,541576;22906,68784;12,31635394;22,90668784;14000;55;1;0"
"749905482;De 5 a 10k;C;0;3189,961317;;15,94980658;16000;44;1;0"
"160555567;De 5 a 10k;C;0;0;;;5600;17;0;1"
"374573344;De 15 a 20k;A;14919,16956;45272,17992;18,64896195;28,29511245;11200;63;1;0"
"686654973;De 0 a 5k;B;0;12041,01544;;24,08203088;4400;9;1;0"
"524862300;De 5 a 10k;A;11647,19042;7503,68734;19,41198403;18,75921835;4200;35;1;0"
"680657697;De 0 a 5k;C;2466,587632;1373,911949;12,33293816;13,73911949;7200;42;1;0"
"163057567;De 0 a 5k;B;0;6036,179569;;20,12059856;8300;16;1;0"
"836350213;De 0 a 5k;C;3879,335383;6979,822156;19,39667692;17,44955539;4800;9;1;0"
"196550459;De 0 a 5k;A;8767,583685;2110,621696;29,22527895;21,10621696;6900;19;1;0"
"925491885;De 0 a 5k;C;0;0;;;2000;6;0;0"
"732625256;De 0 a 5k;C;0;9498,174964;;23,74543741;9500;26;1;1"
"335921602;De 10 a 15k;B;0;0;;;10800;19;0;1"
"751589306;De 10 a 15k;C;0;25354,50097;;16,90300065;29700;156;1;0"
"890680607;De 15 a 20k;C;17217,75838;0;21,52219798;;7200;12;1;0"
"934742583;De 5 a 10k;A;4665,80965;0;23,32904825;;8200;38;1;0"
"804798383;De 10 a 15k;C;0;3861,303381;;12,87101127;28500;124;1;0"
"600030923;De 0 a 5k;B;10112,26537;0;20,22453073;;7500;13;1;0"
"536331376;De 0 a 5k;A;0;0;;;5300;21;1;0"
"149191318;De 15 a 20k;B;0;0;;;22400;46;1;0"
"560674863;De 5 a 10k;C;0;0;;;200;1;0;0"
"194199743;De 5 a 10k;C;0;16875,4135;;21,09426687;11600;32;1;0"
"493384355;De 5 a 10k;A;16678,33754;26542,26998;20,84792192;26,54226998;800;4;1;1"
"581181144;De 0 a 5k;C;6582,043151;11687,98149;13,1640863;29,21995373;9300;20;1;0"
"861753432;De 0 a 5k;C;3098,592895;0;10,32864298;;2200;4;1;1"
"872541612;De 0 a 5k;C;7877,450881;9573,925179;26,2581696;23,93481295;6100;27;1;0"
"234187862;De 10 a 15k;B;0;6560,26915;;10,93378192;300;1;1;0"
"395364338;De 5 a 10k;C;0;0;;;11400;57;1;0"
"807206272;De 10 a 15k;B;8097,88244;20399,27011;26,99294147;16,99939176;27300;129;1;0"
"446962803;De 10 a 15k;B;5336,879901;7757,601162;17,78959967;25,85867054;12600;26;1;0"
"471038766;De 5 a 10k;B;13837,2958;11405,06402;17,29661975;28,51266005;17800;52;1;1"
"701413386;De 10 a 15k;A;15603,50016;33558,66504;26,00583359;27,9655542;4800;11;1;0"
"332331029;De 15 a 20k;C;9687,14805;21368,02861;12,10893506;26,71003576;10000;43;1;0"
"242764896;De 0 a 5k;A;0;4621,905316;;23,10952658;7900;20;1;0"
"810709480;De 5 a 10k;B;0;5300,794258;;13,25198565;13800;24;1;0"
"652043963;De 0 a 5k;B;0;0;;;8800;15;0;0"
"817813922;De 5 a 10k;C;23327,70155;5232,418257;23,32770155;26,16209129;15400;47;1;1"
"913114974;De 5 a 10k;A;15826,30322;27964,20516;26,37717204;27,96420516;9600;35;1;0"
"309539566;De 0 a 5k;B;9350,146664;4249,880192;18,70029333;21,24940096;2500;15;1;1"
"500372686;De 0 a 5k;A;2058,567682;0;20,58567682;;4200;29;1;0"
"846960958;De 5 a 10k;A;5414,125264;0;13,53531316;;12800;26;1;0"
"349600096;De 5 a 10k;A;0;9942,19197;;24,85547992;7400;65;1;0"
"785395084;De 10 a 15k;A;0;0;;;21300;44;1;0"
"382325764;De 10 a 15k;A;0;33856,92487;;22,57128324;21900;46;1;1"
"695361237;De 10 a 15k;C;11979,52905;0;19,96588174;;17100;50;1;0"
"470909851;De 10 a 15k;A;0;0;;;600;4;1;0"
"248030049;De 10 a 15k;A;6253,336418;13291,60337;10,42222736;14,76844819;14700;72;1;0"
"962797815;De 5 a 10k;B;0;8724,251112;;21,81062778;2000;3;1;0"
"309348377;De 10 a 15k;C;0;6498,707095;;10,83117849;28200;57;1;0"
"372457455;De 5 a 10k;A;0;13166,44329;;21,94407215;400;3;1;1"
"954278784;De 5 a 10k;C;8205,293526;0;13,67548921;;19200;36;1;0"
"238445894;De 0 a 5k;C;0;0;;;5100;25;0;1"
"285719265;De 5 a 10k;A;22510,69793;0;22,51069793;;12800;115;1;1"
"222722587;De 5 a 10k;C;17257,41891;2561,658079;17,25741891;12,80829039;17200;33;1;0"
"376819840;De 15 a 20k;B;0;0;;;24000;163;1;0"
"621220444;De 0 a 5k;C;2727,133043;6218,107913;27,27133043;15,54526978;500;2;1;0"
"829011325;De 10 a 15k;C;0;0;;;19200;77;1;0"
"190893763;De 0 a 5k;C;7140,946826;7069,299572;17,85236706;14,13859914;300;1;1;0"
"857514098;De 10 a 15k;B;17936,85885;27579,32617;29,89476476;22,98277181;19200;39;1;0"
"467915794;De 5 a 10k;B;4164,199249;3880,752613;10,41049812;19,40376306;15400;27;1;0"
"952934658;De 10 a 15k;B;8555,727798;30398,42582;28,51909266;25,33202152;23700;63;1;0"
"559271968;De 0 a 5k;B;2637,743675;0;13,18871837;;200;2;0;1"
"787834541;De 0 a 5k;C;2761,243797;0;27,61243797;;2200;5;0;1"
"767402459;De 10 a 15k;C;0;11940,2651;;13,26696122;6300;16;1;0"
"802609007;De 0 a 5k;A;5481,215986;0;27,40607993;;1600;3;0;0"
"807929265;De 10 a 15k;B;19686,72788;15919,41598;16,40560657;17,68823998;25800;78;1;0"
"369850896;De 0 a 5k;C;10351,12926;0;25,87782315;;4000;17;1;0"
"139652620;De 5 a 10k;B;8035,797437;0;10,0447468;;16800;35;1;1"
"378534889;De 5 a 10k;A;0;28909,36777;;28,90936777;14800;48;1;0"
"784799447;De 10 a 15k;B;14747,40206;20449,78471;24,57900343;17,04148726;4800;18;1;0"
"998931177;De 10 a 15k;C;0;14275,2836;;15,86142622;14100;29;1;0"
"496910631;De 0 a 5k;A;7229,27283;0;14,45854566;;2200;7;1;0"
"579844426;De 0 a 5k;A;0;0;;;7800;28;1;0"
"649941323;De 5 a 10k;A;16996,57815;9251,108779;21,24572268;15,41851463;17000;38;1;0"
"455745373;De 10 a 15k;A;0;29500,90781;;24,58408984;7800;65;1;1"
"972259602;De 0 a 5k;C;0;10033,62902;;25,08407256;3500;24;1;1"
"196817869;De 5 a 10k;A;0;0;;;5400;10;1;0"
"929391986;De 10 a 15k;B;39615,72742;28917,70449;26,41048494;19,27846966;14400;28;1;1"
"993824125;De 5 a 10k;B;7931,158942;23932,70508;19,82789735;23,93270508;20000;81;1;0"
"786317218;De 10 a 15k;A;18679,72012;25671,65135;12,45314675;17,11443424;13500;80;1;0"
"956335545;De 5 a 10k;A;18687,55099;0;23,35943873;;12000;27;1;0"
"304866223;De 0 a 5k;B;10599,6538;0;26,4991345;;6000;11;1;0"
"781362916;De 0 a 5k;A;2513,211199;0;25,13211199;;8200;23;1;1"
"817774935;De 5 a 10k;B;5742,274145;0;28,71137073;;600;1;1;0"
"980959738;De 10 a 15k;B;0;42956,71917;;28,63781278;16800;29;1;0"
"669841671;De 5 a 10k;A;0;0;;;4200;7;0;0"
"228481035;De 5 a 10k;B;5861,678571;0;29,30839286;;4400;10;1;0"
"611273915;De 0 a 5k;A;0;0;;;7200;17;0;1"
"862735005;De 5 a 10k;B;0;0;;;14000;43;1;1"
"291848331;De 0 a 5k;C;6200,660705;0;15,50165176;;2200;5;1;1"
"587520351;De 10 a 15k;A;0;0;;;18900;94;1;1"
"660463098;De 5 a 10k;A;0;19474,96907;;19,47496907;11000;70;1;0"
"293595073;De 0 a 5k;A;3707,898475;2534,829904;18,53949238;12,67414952;4900;13;1;0"
"768945967;De 10 a 15k;A;16964,4904;23965,07009;18,84943378;19,97089174;19200;71;1;0"
"820079012;De 10 a 15k;B;15656,36798;0;26,09394664;;18900;83;1;0"
"593425942;De 0 a 5k;A;11471,79672;4896,335281;28,67949181;24,4816764;5800;14;1;1"
"188003159;De 5 a 10k;B;0;0;;;13200;94;1;0"
"631115992;De 10 a 15k;C;11206,03592;5898,316214;12,45115103;19,66105405;3900;19;1;0"
"211555284;De 5 a 10k;C;0;5702,127643;;28,51063821;19800;61;1;0"
"987808103;De 15 a 20k;B;0;12292,52086;;15,36565107;2000;5;1;0"
"143628718;De 0 a 5k;A;0;0;;;3500;7;1;0"
"737730143;De 5 a 10k;B;7246,337736;4858,445121;18,11584434;24,2922256;11800;30;1;1"
"345979444;De 0 a 5k;B;10085,92766;3452,433772;25,21481914;17,26216886;7600;13;1;0"
"507687029;De 0 a 5k;A;0;7802,702898;;15,6054058;7600;17;1;0"
"128592457;De 15 a 20k;B;15210,82583;29928,59552;19,01353229;24,94049626;36000;87;1;1"
"388517036;De 10 a 15k;C;21307,54231;11854,34989;17,75628525;13,17149988;20700;49;1;0"
"858764949;De 10 a 15k;B;24154,13699;0;20,12844749;;6600;33;1;0"
"894856226;De 5 a 10k;B;0;0;;;8000;33;1;0"
"884826553;De 0 a 5k;B;6229,206396;5000,899569;15,57301599;10,00179914;6800;14;1;0"
"890216143;De 10 a 15k;B;14359,74235;25945,73345;11,96645196;21,62144454;23400;134;1;1"
"757303832;De 10 a 15k;A;0;0;;;15000;49;1;0"
"113574440;De 5 a 10k;C;19310,11188;11071,41248;24,13763985;11,07141248;200;1;1;0"
"990522533;De 5 a 10k;B;0;0;;;5000;37;1;0"
"858499084;De 10 a 15k;A;0;7202,300305;;12,00383384;21000;44;1;0"
"344476335;De 5 a 10k;C;0;9814,951307;;24,53737827;16200;28;1;0"
"940629422;De 0 a 5k;C;0;1314,581654;;13,14581654;6700;25;1;0"
"550912753;De 10 a 15k;A;0;0;;;10800;27;0;1"
"529304267;De 10 a 15k;B;13552,44278;18650,67894;15,05826975;15,54223245;20100;34;1;0"
"908510172;De 5 a 10k;A;0;16332,12456;;27,2202076;12600;44;1;0"
"615753077;De 15 a 20k;C;22166,13402;31394,48009;11,08306701;15,69724005;4400;13;1;1"
"348518198;De 10 a 15k;A;0;0;;;25800;187;1;0"
"321817254;De 15 a 20k;C;0;0;;;21600;45;1;0"
"978210368;De 0 a 5k;C;0;2524,506881;;25,24506881;900;2;0;0"
"511977443;De 5 a 10k;A;9265,789294;11637,95766;15,44298216;29,09489416;13600;37;1;0"
"514541364;De 0 a 5k;C;1428,750365;0;14,28750365;;1700;4;0;0"
"979653762;De 0 a 5k;A;0;2721,316061;;27,21316061;3000;6;0;1"
"787719208;De 0 a 5k;A;0;2337,544182;;23,37544182;5700;14;0;0"
"831021978;De 10 a 15k;B;6800,797393;0;11,33466232;;10500;21;1;0"
"992833477;De 10 a 15k;B;4109,922771;6114,030711;13,69974257;20,38010237;15900;67;1;0"
"962041888;De 5 a 10k;B;0;20251,84506;;20,25184506;9000;16;1;0"
"636164482;De 10 a 15k;C;0;0;;;24000;89;1;0"
"210936038;De 0 a 5k;A;9135,928926;11043,74454;22,83982232;27,60936135;1000;2;1;0"
"447303593;De 0 a 5k;A;0;0;;;600;1;0;1"
"252009389;De 5 a 10k;C;10259,08064;22436,7906;25,64770161;28,04598825;15000;56;1;0"
"247936871;De 5 a 10k;B;14298,77507;0;14,29877507;;2400;5;1;0"
"450848331;De 10 a 15k;C;0;17901,18291;;11,93412194;16500;112;1;0"
"552633758;De 5 a 10k;C;15172,55317;0;18,96569146;;5800;17;1;1"
"941467866;De 5 a 10k;C;0;0;;;15400;26;0;1"
"547060721;De 0 a 5k;B;6540,767437;6106,401775;13,08153487;20,35467258;3000;6;1;0"
"961360300;De 0 a 5k;A;12030,23641;13793,00295;24,06047283;27,58600589;9600;19;1;1"
"211562037;De 0 a 5k;A;7502,587217;0;18,75646804;;1600;3;1;1"
"841544594;De 5 a 10k;A;0;0;;;16400;41;1;0"
"410356755;De 0 a 5k;C;0;0;;;5100;9;0;1"
"930348408;De 10 a 15k;A;0;0;;;1800;9;0;1"
"288514618;De 10 a 15k;B;23388,41296;25014,21468;25,98712551;20,8451789;300;1;1;0"
"465238650;De 15 a 20k;C;47414,38724;0;23,70719362;;34800;199;1;0"
"542292504;De 10 a 15k;A;20595,78132;42046,68372;17,1631511;28,03112248;900;4;1;0"
"416151770;De 0 a 5k;C;0;14241,20356;;28,48240713;4800;13;1;0"
"327424863;De 5 a 10k;B;10735,17167;4217,399635;10,73517167;21,08699817;12200;66;1;0"
"128736254;De 15 a 20k;C;46149,81206;8864,043583;28,84363254;22,16010896;23600;230;1;0"
"113614875;De 0 a 5k;C;0;11571,62435;;23,14324869;2600;7;1;0"
"137887609;De 10 a 15k;A;12316,11304;7150,942465;20,52685506;11,91823744;13500;68;1;0"
"899832677;De 5 a 10k;A;0;18067,82283;;22,58477854;3000;9;1;0"
"645403835;De 5 a 10k;B;0;13627,30651;;17,03413314;5400;12;1;0"
"750242312;De 0 a 5k;C;5989,223682;1272,307362;14,97305921;12,72307362;7400;35;1;0"
"367433446;De 0 a 5k;A;0;0;;;6900;27;1;0"
"743807215;De 0 a 5k;C;1741,675921;8164,104617;17,41675921;20,41026154;9900;34;1;0"
"556762880;De 0 a 5k;C;6333,141971;0;21,11047324;;3800;12;1;0"
"457769479;De 15 a 20k;A;13983,81502;8706,168697;11,65317919;21,76542174;37200;153;1;0"
"400729472;De 5 a 10k;B;3046,455522;0;15,23227761;;15200;85;1;0"
"918012149;De 0 a 5k;C;8633,274116;0;17,26654823;;4700;47;1;0"
"899874672;De 10 a 15k;C;0;28627,9145;;23,85659542;25500;96;1;1"
"485056862;De 0 a 5k;A;0;0;;;9800;18;1;1"
"689546643;De 15 a 20k;A;0;8214,767528;;10,26845941;31200;54;1;1"
"531734916;De 0 a 5k;A;0;5597,656088;;18,65885363;1900;3;1;0"
"988178558;De 0 a 5k;C;9261,570628;5597,52018;23,15392657;27,9876009;7300;36;1;0"
"940009059;De 5 a 10k;B;0;5225,248915;;13,06312229;12200;28;1;0"
"663902870;De 0 a 5k;A;0;2189,733199;;21,89733199;1600;4;0;1"
"933358627;De 5 a 10k;C;0;0;;;7200;17;0;1"
"761309300;De 0 a 5k;A;0;0;;;9700;33;0;1"
"895392694;De 0 a 5k;B;0;2590,441643;;25,90441643;7600;13;1;0"
"774471104;De 5 a 10k;B;5634,580768;0;14,08645192;;13800;84;1;0"
"133201264;De 10 a 15k;B;10869,87848;27810,51042;18,11646413;23,17542535;29400;53;1;0"
"304260528;De 0 a 5k;C;0;5082,359895;;10,16471979;5700;17;1;0"
"119590889;De 0 a 5k;C;7389,395523;2524,01669;18,47348881;12,62008345;4500;15;1;0"
"889802177;De 5 a 10k;B;0;0;;;4800;11;0;1"
"654920976;De 5 a 10k;A;24077,81633;0;24,07781633;;7200;27;1;0"
"124998911;De 5 a 10k;A;2572,379379;12852,2027;12,86189689;16,06525338;3600;25;1;0"
"350061239;De 15 a 20k;C;0;0;;;14400;34;0;0"
"318489249;De 0 a 5k;C;0;6933,683092;;17,33420773;7600;17;1;1"
"669931873;De 5 a 10k;C;7415,559079;12599,51253;18,5388977;20,99918755;17600;86;1;0"
"668597108;De 0 a 5k;A;0;0;;;7000;26;1;0"
"821923545;De 10 a 15k;C;15835,7655;4946,853469;10,557177;16,48951156;13200;23;1;0"
"191364064;De 0 a 5k;B;3235,041124;4853,116837;10,78347041;24,26558418;3700;10;1;0"
"208295791;De 10 a 15k;A;0;12784,55387;;21,30758978;21900;86;1;1"
"864114818;De 5 a 10k;C;24532,81262;0;24,53281262;;5600;31;1;0"
"774753714;De 15 a 20k;A;0;14570,33893;;18,21292366;24400;44;1;0"
"170328535;De 0 a 5k;C;5228,542205;6417,837734;26,14271103;12,83567547;8500;30;1;0"
"552417330;De 10 a 15k;A;0;0;;;8400;19;1;1"
"898672194;De 0 a 5k;C;0;7418,260565;;18,54565141;4300;12;1;0"
"272258655;De 0 a 5k;A;5872,326773;8690,163877;11,74465355;28,96721292;600;5;1;0"
"706117727;De 5 a 10k;A;6423,787106;12392,02415;16,05946776;20,65337359;17000;69;1;0"
"713820404;De 0 a 5k;B;8737,185972;2603,945822;29,12395324;26,03945822;2600;5;1;0"
"578625344;De 5 a 10k;B;6272,586986;0;10,45431164;;17600;43;1;0"
"946142066;De 15 a 20k;B;22794,01143;43129,62627;18,99500953;26,95601642;35600;70;1;0"
"404742655;De 0 a 5k;C;6822,677148;14471,66863;22,74225716;28,94333726;3400;7;1;0"
"179765054;De 10 a 15k;C;3680,950989;0;12,26983663;;18300;48;1;0"
"540206677;De 0 a 5k;C;3740,525934;8392,501467;18,70262967;27,97500489;6900;17;1;0"
"615159826;De 15 a 20k;A;33711,83468;0;21,06989668;;29600;60;1;0"
